orig_location,address_clean,latitude,longitude
680 S PLYMOUTH CT,"680 S PLYMOUTH CT Chicago, IL.",41.87365609,-87.62874736
694 S PLYMOUTH CT,"694 S PLYMOUTH CT Chicago, IL.",41.87351085,-87.62874452
507 N CLARK ST,"507 N CLARK ST Chicago, IL.",41.89129778,-87.63103909
408 N CLARK ST,"408 N CLARK ST Chicago, IL.",41.88956029,-87.63114756
25 W HUBBARD ST,"25 W HUBBARD ST Chicago, IL.",41.88998485,-87.62932248
15 W HUBBARD ST,"15 W HUBBARD ST Chicago, IL.",41.88999387,-87.62880494
11 E HUBBARD ST,"11 E HUBBARD ST Chicago, IL.",41.89001185,-87.62781009
1311 N WELLS ST,"1311 N WELLS ST Chicago, IL.",41.90605321,-87.63447492
751 S CLARK ST,"751 S CLARK ST Chicago, IL.",41.87266696,-87.63054456
729 S CLARK ST,"729 S CLARK ST Chicago, IL.",41.8728399,-87.63054944
645 S CLARK ST,"645 S CLARK ST Chicago, IL.",41.87364295,-87.63057243
912 N WELLS ST,"912 N WELLS ST Chicago, IL.",41.89990012,-87.63440257
918 N WELLS ST,"918 N WELLS ST Chicago, IL.",41.89994014,-87.63440406
932 N STATE ST,"932 N STATE ST Chicago, IL.",41.89941803,-87.62835059
84 W POLK ST,"84 W POLK ST Chicago, IL.",41.87232444,-87.63023787
864 N CLARK ST,"864 N CLARK ST Chicago, IL.",41.89814976,-87.63136174
826 N CLARK ST,"826 N CLARK ST Chicago, IL.",41.89728164,-87.63133831
816 N CLARK ST,"816 N CLARK ST Chicago, IL.",41.89705617,-87.63133324
742 S DEARBORN ST,"742 S DEARBORN ST Chicago, IL.",41.87289781,-87.6292306
714 S DEARBORN ST,"714 S DEARBORN ST Chicago, IL.",41.87317625,-87.62923973
700 S DEARBORN ST,"700 S DEARBORN ST Chicago, IL.",41.87331547,-87.6292443
550 S DEARBORN ST,"550 S DEARBORN ST Chicago, IL.",41.87507253,-87.62929749
74 S DEARBORN ST,"74 S DEARBORN ST Chicago, IL.",41.88153699,-87.62946561
417 N WELLS ST,"417 N WELLS ST Chicago, IL.",41.89013902,-87.63395671
401 N WELLS ST,"401 N WELLS ST Chicago, IL.",41.87679251,-87.63361713
88 W MONROE ST,"88 W MONROE ST Chicago, IL.",41.88079344,-87.62863678
86 W MONROE ST,"86 W MONROE ST Chicago, IL.",41.88079344,-87.62863208
82 W MONROE ST,"82 W MONROE ST Chicago, IL.",41.88079344,-87.62862268
55 W MONROE ST,"55 W MONROE ST Chicago, IL.",41.88066085,-87.62964904
427 S DEARBORN ST,"427 S DEARBORN ST Chicago, IL.",41.87655857,-87.62917582
19 N DEARBORN ST,"19 N DEARBORN ST Chicago, IL.",41.88264894,-87.62934637
33 N DEARBORN ST,"33 N DEARBORN ST Chicago, IL.",41.88273757,-87.62934953
11 E ILLINOIS ST,"11 E ILLINOIS ST Chicago, IL.",41.89081285,-87.62784066
1135 N WELLS ST,"1135 N WELLS ST Chicago, IL.",41.90316345,-87.63437417
0 E GRAND AVE,"1 E GRAND AVE Chicago, IL.",41.89163185,-87.62663978
5 W GRAND AVE,"5 W GRAND AVE Chicago, IL.",41.89160485,-87.62828369
110 W GRAND AVE,"110 W GRAND AVE Chicago, IL.",41.89167486,-87.63142414
1163 N DEARBORN ST,"1163 N DEARBORN ST Chicago, IL.",41.90343053,-87.62989235
222 S COLUMBUS DR,"222 S COLUMBUS DR Chicago, IL.",41.87897167,-87.62080447
256 S COLUMBUS DR,"256 S COLUMBUS DR Chicago, IL.",41.87871082,-87.62079656
28 W KINZIE ST,"28 W KINZIE ST Chicago, IL.",41.88928994,-87.62924796
232 E GRAND AVE,"232 E GRAND AVE Chicago, IL.",41.89183252,-87.62184758
355 E GRAND AVE,"355 E GRAND AVE Chicago, IL.",41.89175785,-87.61936726
176 W HUBBARD ST,"176 W HUBBARD ST Chicago, IL.",41.89004995,-87.63317907
1355 N DEARBORN PKWY,"1355 N DEARBORN PKWY Chicago, IL.",41.90699303,-87.63000221
1510 N HALSTED ST,"1510 N HALSTED ST Chicago, IL.",41.90875072,-87.64829515
1523 N HALSTED ST,"1523 N HALSTED ST Chicago, IL.",41.91024284,-87.64817818
8 E KINZIE ST,"8 E KINZIE ST Chicago, IL.",41.88931696,-87.62771125
66 W KINZIE ST,"66 W KINZIE ST Chicago, IL.",41.88927615,-87.63030317
1030 N STATE ST,"1030 N STATE ST Chicago, IL.",41.90123952,-87.62840503
39 W HARRISON ST,"39 W HARRISON ST Chicago, IL.",41.87447075,-87.6300727
1114 W HUBBARD ST,"1114 W HUBBARD ST Chicago, IL.",41.89006344,-87.65547586
911 S WABASH AVE,"911 S WABASH AVE Chicago, IL.",41.87045053,-87.62582796
59 E 9TH ST,"59 E 9TH ST Chicago, IL.",41.87048406,-87.62645282
1461 N MILWAUKEE AVE,"1461 N MILWAUKEE AVE Chicago, IL.",41.90828483,-87.67408149
1456 N MILWAUKEE AVE,"1456 N MILWAUKEE AVE Chicago, IL.",41.90833851,-87.6743984
1452 N MILWAUKEE AVE,"1452 N MILWAUKEE AVE Chicago, IL.",41.90827284,-87.67429711
1440 N DEARBORN PKWY,"1440 N DEARBORN PKWY Chicago, IL.",41.90851615,-87.63020235
1438 N DEARBORN PKWY,"1438 N DEARBORN PKWY Chicago, IL.",41.9084858,-87.63020135
22 E 8TH ST,"22 E 8TH ST Chicago, IL.",41.87186652,-87.62727231
1218 N MILWAUKEE AVE,"1218 N MILWAUKEE AVE Chicago, IL.",41.90422842,-87.66795978
40 E 8TH ST,"40 E 8TH ST Chicago, IL.",41.87186868,-87.62717531
38 E 8TH ST,"38 E 8TH ST Chicago, IL.",41.87186844,-87.62718609
1036 N DEARBORN ST,"1036 N DEARBORN ST Chicago, IL.",41.9010623,-87.6299789
204 E GRAND AVE,"204 E GRAND AVE Chicago, IL.",41.89181844,-87.62249665
534 N RUSH ST,"534 N RUSH ST Chicago, IL.",41.89185073,-87.62544822
481 W JACKSON BLVD,"481 W JACKSON BLVD Chicago, IL.",41.87798842,-87.63924864
465 W JACKSON BLVD,"465 W JACKSON BLVD Chicago, IL.",41.87799078,-87.63904157
414 W JACKSON BLVD,"414 W JACKSON BLVD Chicago, IL.",41.8781153,-87.63839925
60 E CHICAGO AVE,"60 E CHICAGO AVE Chicago, IL.",41.89675944,-87.62631515
54 E CHICAGO AVE,"54 E CHICAGO AVE Chicago, IL.",41.89675944,-87.62641371
50 E CHICAGO AVE,"50 E CHICAGO AVE Chicago, IL.",41.89675944,-87.62647941
30 E CHICAGO AVE,"30 E CHICAGO AVE Chicago, IL.",41.89675044,-87.62692872
14 W CHICAGO AVE,"14 W CHICAGO AVE Chicago, IL.",41.8967296,-87.62866208
30 W CHICAGO AVE,"30 W CHICAGO AVE Chicago, IL.",41.89672082,-87.62926759
112 W CHICAGO AVE,"112 W CHICAGO AVE Chicago, IL.",41.89668744,-87.63163045
118 W CHICAGO AVE,"118 W CHICAGO AVE Chicago, IL.",41.89668326,-87.63189296
124 W CHICAGO AVE,"124 W CHICAGO AVE Chicago, IL.",41.89667082,-87.63240177
134 N FRANKLIN ST,"134 N FRANKLIN ST Chicago, IL.",41.88477613,-87.6354652
306 W CHICAGO AVE,"306 W CHICAGO AVE Chicago, IL.",41.89662871,-87.63620658
402 W CHICAGO AVE,"402 W CHICAGO AVE Chicago, IL.",41.89658844,-87.63876307
460 W CHICAGO AVE,"460 W CHICAGO AVE Chicago, IL.",41.89658248,-87.6393978
470 W CHICAGO AVE,"470 W CHICAGO AVE Chicago, IL.",41.89658114,-87.63950702
316 N ORLEANS ST,"316 N ORLEANS ST Chicago, IL.",41.88779095,-87.63626984
340 N STATE ST,"340 N STATE ST Chicago, IL.",41.88840319,-87.62811106
116 E LAKE ST,"116 E LAKE ST Chicago, IL.",41.88582444,-87.62383629
401 W CHICAGO AVE,"401 W CHICAGO AVE Chicago, IL.",41.89647385,-87.63874122
371 W CHICAGO AVE,"371 W CHICAGO AVE Chicago, IL.",41.89648712,-87.63789515
357 W CHICAGO AVE,"357 W CHICAGO AVE Chicago, IL.",41.89649036,-87.63759228
128 E LAKE ST,"128 E LAKE ST Chicago, IL.",41.88582444,-87.62362367
371 N STATE ST,"371 N STATE ST Chicago, IL.",41.88881642,-87.62797162
19 W CHICAGO AVE,"19 W CHICAGO AVE Chicago, IL.",41.89660885,-87.62902665
53 E CHICAGO AVE,"53 E CHICAGO AVE Chicago, IL.",41.89664485,-87.62619984
1505 N WELLS ST,"1505 N WELLS ST Chicago, IL.",41.90946809,-87.63457968
410 N WELLS ST,"410 N WELLS ST Chicago, IL.",41.88951601,-87.63409721
406 N WELLS ST,"406 N WELLS ST Chicago, IL.",41.88940004,-87.63409721
182 W KINZIE ST,"182 W KINZIE ST Chicago, IL.",41.88924789,-87.63214646
100 W VAN BUREN ST,"100 W VAN BUREN ST Chicago, IL.",41.8769216,-87.63319059
166 W GRAND AVE,"166 W GRAND AVE Chicago, IL.",41.89164744,-87.63362161
722 N MILWAUKEE AVE,"722 N MILWAUKEE AVE Chicago, IL.",41.89528865,-87.65405219
1311 N MILWAUKEE AVE,"1311 N MILWAUKEE AVE Chicago, IL.",41.90575454,-87.67011739
1387 N MILWAUKEE AVE,"1387 N MILWAUKEE AVE Chicago, IL.",41.90710137,-87.67221813
1421 N MILWAUKEE AVE,"1421 N MILWAUKEE AVE Chicago, IL.",41.90772557,-87.67320219
320 W HURON ST,"320 W HURON ST Chicago, IL.",41.89480644,-87.6372243
1341 N HALSTED ST,"1341 N HALSTED ST Chicago, IL.",41.90563247,-87.64805884
1421 N HALSTED ST,"1421 N HALSTED ST Chicago, IL.",41.90680011,-87.64809363
1546 N CLYBOURN AVE,"1546 N CLYBOURN AVE Chicago, IL.",41.91008703,-87.64847647
1542 N CLYBOURN AVE,"1542 N CLYBOURN AVE Chicago, IL.",41.91003066,-87.64839756
1435 N WELLS ST,"1435 N WELLS ST Chicago, IL.",41.90829339,-87.63454684
240 N STATE ST,"240 N STATE ST Chicago, IL.",41.88653924,-87.62803396
100 S DEARBORN ST,"100 S DEARBORN ST Chicago, IL.",41.88002035,-87.62943763
200 N DEARBORN ST,"200 N DEARBORN ST Chicago, IL.",41.88580375,-87.62957596
78 E MADISON ST,"78 E MADISON ST Chicago, IL.",41.88215488,-87.62502475
1405 N WELLS ST,"1405 N WELLS ST Chicago, IL.",41.90778982,-87.63453194
1414 N WELLS ST,"1414 N WELLS ST Chicago, IL.",41.90795516,-87.63469081
1528 N WELLS ST,"1528 N WELLS ST Chicago, IL.",41.90986869,-87.63474497
70 W MADISON ST,"70 W MADISON ST Chicago, IL.",41.88204492,-87.63012103
32 E ADAMS ST,"32 E ADAMS ST Chicago, IL.",41.87956802,-87.62652718
61 W ADAMS ST,"61 W ADAMS ST Chicago, IL.",41.87938876,-87.62869767
550 N ST CLAIR ST,"550 N ST CLAIR ST Chicago, IL.",41.89236101,-87.6227603
60 E GRAND AVE,"60 E GRAND AVE Chicago, IL.",41.89175696,-87.62597689
1 W GRAND AVE,"1 W GRAND AVE Chicago, IL.",41.89161054,-87.62814349
1520 N WELLS ST,"1520 N WELLS ST Chicago, IL.",41.9097344,-87.6347409
1447 N WELLS ST,"1447 N WELLS ST Chicago, IL.",41.90849481,-87.63455282
1009 S STATE ST,"1009 S STATE ST Chicago, IL.",41.86982438,-87.62733281
931 S STATE ST,"931 S STATE ST Chicago, IL.",41.87028678,-87.62734034
839 S STATE ST,"839 S STATE ST Chicago, IL.",41.87129749,-87.62736595
1235 N DEARBORN PKWY,"1235 N DEARBORN PKWY Chicago, IL.",41.9045915,-87.62992846
657 S STATE ST,"657 S STATE ST Chicago, IL.",41.87365299,-87.62743029
653 S STATE ST,"653 S STATE ST Chicago, IL.",41.87370048,-87.62743247
651 S STATE ST,"651 S STATE ST Chicago, IL.",41.87372423,-87.62743356
11 E HARRISON ST,"11 E HARRISON ST Chicago, IL.",41.87431979,-87.62732705
618 S WABASH AVE,"618 S WABASH AVE Chicago, IL.",41.87385782,-87.6260579
9 E HARRISON ST,"9 E HARRISON ST Chicago, IL.",41.87431834,-87.62735312
1538 N WELLS ST,"1538 N WELLS ST Chicago, IL.",41.91003654,-87.63475005
370 E RANDOLPH ST,"370 E RANDOLPH ST Chicago, IL.",41.8845755,-87.61894183
358 E RANDOLPH ST,"358 E RANDOLPH ST Chicago, IL.",41.88457366,-87.61924206
130 E RANDOLPH ST,"130 E RANDOLPH ST Chicago, IL.",41.88452844,-87.62384575
146 W KINZIE ST,"146 W KINZIE ST Chicago, IL.",41.88925624,-87.63170372
1471 N HALSTED ST,"1471 N HALSTED ST Chicago, IL.",41.90786239,-87.64811911
435 E ILLINOIS ST,"435 E ILLINOIS ST Chicago, IL.",41.89100889,-87.61677691
200 W HARRISON ST,"200 W HARRISON ST Chicago, IL.",41.87453749,-87.63370696
224 S CLARK ST,"224 S CLARK ST Chicago, IL.",41.87896826,-87.63088562
700 S CLARK ST,"700 S CLARK ST Chicago, IL.",41.87305761,-87.63070949
727 S LA SALLE ST,"727 S LA SALLE ST Chicago, IL.",41.87304737,-87.63156803
715 S DEARBORN ST,"715 S DEARBORN ST Chicago, IL.",41.87317905,-87.62908589
711 S DEARBORN ST,"711 S DEARBORN ST Chicago, IL.",41.87321882,-87.62908719
637 S DEARBORN ST,"637 S DEARBORN ST Chicago, IL.",41.87409495,-87.62911742
621 S DEARBORN ST,"621 S DEARBORN ST Chicago, IL.",41.8742658,-87.62912338
619 S DEARBORN ST,"619 S DEARBORN ST Chicago, IL.",41.87428715,-87.62912413
1300 N DEARBORN PKWY,"1300 N DEARBORN PKWY Chicago, IL.",41.90585697,-87.63012116
1107 N CLARK ST,"1107 N CLARK ST Chicago, IL.",41.90206865,-87.63131859
1448 N WELLS ST,"1448 N WELLS ST Chicago, IL.",41.90852585,-87.63470776
154 W KINZIE ST,"154 W KINZIE ST Chicago, IL.",41.88925439,-87.63180211
1396 N CLARK ST,"1396 N CLARK ST Chicago, IL.",41.90715035,-87.63162688
30 E ADAMS ST,"30 E ADAMS ST Chicago, IL.",41.8795676,-87.62655191
24 E ADAMS ST,"24 E ADAMS ST Chicago, IL.",41.87956634,-87.62662609
25 W RANDOLPH ST,"25 W RANDOLPH ST Chicago, IL.",41.88443081,-87.62832662
16 W WASHINGTON ST,"16 W WASHINGTON ST Chicago, IL.",41.8832752,-87.6284174
1101 S STATE ST,"1101 S STATE ST Chicago, IL.",41.86917908,-87.62732093
729 S STATE ST,"729 S STATE ST Chicago, IL.",41.89575896,-87.62809963
641 S STATE ST,"641 S STATE ST Chicago, IL.",41.87384295,-87.62743899
1111 N DEARBORN ST,"1111 N DEARBORN ST Chicago, IL.",41.90220578,-87.62985974
1407 N DEARBORN PKWY,"1407 N DEARBORN PKWY Chicago, IL.",41.90800268,-87.6300324
1223 N WELLS ST,"1223 N WELLS ST Chicago, IL.",41.90413461,-87.63441334
600 S WABASH AVE,"600 S WABASH AVE Chicago, IL.",41.87435015,-87.62607281
201 E RANDOLPH ST,"201 E RANDOLPH ST Chicago, IL.",41.88428941,-87.62385452
356 E RANDOLPH ST,"356 E RANDOLPH ST Chicago, IL.",41.88457344,-87.61929147
30 W ERIE ST,"30 W ERIE ST Chicago, IL.",41.89411344,-87.62946248
14 W ERIE ST,"14 W ERIE ST Chicago, IL.",41.89411961,-87.62874833
1 E ERIE ST,"1 E ERIE ST Chicago, IL.",41.89401685,-87.62805728
54 E ERIE ST,"54 E ERIE ST Chicago, IL.",41.8941596,-87.62641996
158 W ADAMS ST,"158 W ADAMS ST Chicago, IL.",41.87944671,-87.63314463
172 W ADAMS ST,"172 W ADAMS ST Chicago, IL.",41.87944479,-87.6333316
9 S CLINTON ST,"9 S CLINTON ST Chicago, IL.",41.88156024,-87.64110611
43 S CLINTON ST,"43 S CLINTON ST Chicago, IL.",41.88099351,-87.64108748
115 S CLINTON ST,"115 S CLINTON ST Chicago, IL.",41.88043318,-87.64107105
219 S CLINTON ST,"219 S CLINTON ST Chicago, IL.",41.87904319,-87.64102797
1144 W TAYLOR ST,"1144 W TAYLOR ST Chicago, IL.",41.86948564,-87.65594817
1202 W TAYLOR ST,"1202 W TAYLOR ST Chicago, IL.",41.86947145,-87.65691353
1346 W TAYLOR ST,"1346 W TAYLOR ST Chicago, IL.",41.86940925,-87.66083615
1446 W TAYLOR ST,"1446 W TAYLOR ST Chicago, IL.",41.86937139,-87.66320226
1513 W TAYLOR ST,"1513 W TAYLOR ST Chicago, IL.",41.86923493,-87.66459682
330 E ERIE ST,"330 E ERIE ST Chicago, IL.",41.89427898,-87.6194883
364 E ERIE ST,"364 E ERIE ST Chicago, IL.",41.89428873,-87.61866408
311 E HURON ST,"311 E HURON ST Chicago, IL.",41.89495714,-87.62015416
28 S CLINTON ST,"28 S CLINTON ST Chicago, IL.",41.88165306,-87.64126324
56 S CLINTON ST,"56 S CLINTON ST Chicago, IL.",41.88149223,-87.64125775
500 W JACKSON BLVD,"500 W JACKSON BLVD Chicago, IL.",41.87810244,-87.6396367
175 W JACKSON BLVD,"175 W JACKSON BLVD Chicago, IL.",41.87806346,-87.63328898
83 E HURON ST,"83 E HURON ST Chicago, IL.",41.89485007,-87.62609688
65 E HURON ST,"65 E HURON ST Chicago, IL.",41.89483741,-87.62672773
25 E WASHINGTON ST,"25 E WASHINGTON ST Chicago, IL.",41.88316285,-87.62649009
219 N FRANKLIN ST,"219 N FRANKLIN ST Chicago, IL.",41.88596832,-87.6352988
121 W KINZIE ST,"121 W KINZIE ST Chicago, IL.",41.88912985,-87.63234128
800 N STATE ST,"800 N STATE ST Chicago, IL.",41.89673131,-87.62827572
658 N STATE ST,"658 N STATE ST Chicago, IL.",41.89401568,-87.62820961
323 W ILLINOIS ST,"323 W ILLINOIS ST Chicago, IL.",41.8907033,-87.63592137
317 W ILLINOIS ST,"317 W ILLINOIS ST Chicago, IL.",41.89070485,-87.63584394
1373 W HUBBARD ST,"1373 W HUBBARD ST Chicago, IL.",41.88988585,-87.66157793
149 W KINZIE ST,"149 W KINZIE ST Chicago, IL.",41.88911975,-87.63308403
1372 N MILWAUKEE AVE,"1372 N MILWAUKEE AVE Chicago, IL.",41.90678195,-87.67195596
1484 N MILWAUKEE AVE,"1484 N MILWAUKEE AVE Chicago, IL.",41.90876427,-87.67506181
190 W KINZIE ST,"190 W KINZIE ST Chicago, IL.",41.88924603,-87.63224484
23 W KINZIE ST,"23 W KINZIE ST Chicago, IL.",41.88917987,-87.6290104
621 W FULTON ST,"621 W FULTON ST Chicago, IL.",41.88674485,-87.6439582
43 W HARRISON ST,"43 W HARRISON ST Chicago, IL.",41.87446939,-87.63010753
707 S LA SALLE ST,"707 S LA SALLE ST Chicago, IL.",41.87327035,-87.63157417
906 N WELLS ST,"906 N WELLS ST Chicago, IL.",41.89985918,-87.63440144
126 W KINZIE ST,"126 W KINZIE ST Chicago, IL.",41.88926088,-87.63145776
120 W KINZIE ST,"120 W KINZIE ST Chicago, IL.",41.88926228,-87.63138397
65 W KINZIE ST,"65 W KINZIE ST Chicago, IL.",41.889162,-87.63025856
1220 W HUBBARD ST,"1220 W HUBBARD ST Chicago, IL.",41.89003644,-87.65831053
1378 W HUBBARD ST,"1378 W HUBBARD ST Chicago, IL.",41.89000044,-87.66165605
112 N DEARBORN ST,"112 N DEARBORN ST Chicago, IL.",41.8846269,-87.62953945
120 N DEARBORN ST,"120 N DEARBORN ST Chicago, IL.",41.88468754,-87.62954154
122 N DEARBORN ST,"122 N DEARBORN ST Chicago, IL.",41.8847027,-87.62954206
949 N ELSTON AVE,"949 N ELSTON AVE Chicago, IL.",41.8995053,-87.65655566
153 E SOUTH WATER ST,"153 E SOUTH WATER ST Chicago, IL.",41.8865329,-87.6176973
860 N STATE ST,"860 N STATE ST Chicago, IL.",41.89825585,-87.62831922
170 E SOUTH WATER ST,"170 E SOUTH WATER ST Chicago, IL.",41.8865329,-87.6176973
579 W KINZIE ST,"579 W KINZIE ST Chicago, IL.",41.88899485,-87.64252754
333 W HUBBARD ST,"333 W HUBBARD ST Chicago, IL.",41.88989352,-87.63632198
69 W WASHINGTON ST,"69 W WASHINGTON ST Chicago, IL.",41.88315385,-87.63003874
158 W GRAND AVE,"158 W GRAND AVE Chicago, IL.",41.89165644,-87.63276522
331 E ILLINOIS ST,"331 E ILLINOIS ST Chicago, IL.",41.89093635,-87.620667
393 E ILLINOIS ST,"393 E ILLINOIS ST Chicago, IL.",41.89098836,-87.61813604
149 E OHIO ST,"149 E OHIO ST Chicago, IL.",41.89250079,-87.62342259
1354 N WELLS ST,"1354 N WELLS ST Chicago, IL.",41.90722054,-87.63466992
1346 N WELLS ST,"1346 N WELLS ST Chicago, IL.",41.90715054,-87.63466776
72 E ADAMS ST,"72 E ADAMS ST Chicago, IL.",41.879591,-87.62556512
60 W ADAMS ST,"60 W ADAMS ST Chicago, IL.",41.87948093,-87.63022548
7 W GRAND AVE,"7 W GRAND AVE Chicago, IL.",41.89160485,-87.6283516
17 W GRAND AVE,"17 W GRAND AVE Chicago, IL.",41.89160196,-87.62869018
917 N DEARBORN ST,"917 N DEARBORN ST Chicago, IL.",41.89959359,-87.62977371
1320 N DEARBORN PKWY,"1320 N DEARBORN PKWY Chicago, IL.",41.90644209,-87.630139
135 N MICHIGAN AVE,"135 N MICHIGAN AVE Chicago, IL.",41.8847711,-87.62438957
321 E RANDOLPH ST,"321 E RANDOLPH ST Chicago, IL.",41.88425185,-87.62036268
329 E RANDOLPH ST,"329 E RANDOLPH ST Chicago, IL.",41.88425185,-87.62031783
459 E ILLINOIS ST,"459 E ILLINOIS ST Chicago, IL.",41.89101925,-87.61620407
155 E OHIO ST,"155 E OHIO ST Chicago, IL.",41.8924983,-87.62334424
2 W GRAND AVE,"2 W GRAND AVE Chicago, IL.",41.89172492,-87.62815267
747 S FEDERAL ST,"747 S FEDERAL ST Chicago, IL.",41.87287336,-87.62954113
188 W KINZIE ST,"188 W KINZIE ST Chicago, IL.",41.8892465,-87.63222025
1314 N WELLS ST,"1314 N WELLS ST Chicago, IL.",41.90686993,-87.63465886
1029 S WABASH AVE,"1029 S WABASH AVE Chicago, IL.",41.86985497,-87.62581534
661 S STATE ST,"661 S STATE ST Chicago, IL.",41.8736055,-87.62742812
701 S WABASH AVE,"701 S WABASH AVE Chicago, IL.",41.87306562,-87.62588729
1237 N DEARBORN PKWY,"1237 N DEARBORN PKWY Chicago, IL.",41.90462755,-87.62992947
1331 N DEARBORN PKWY,"1331 N DEARBORN PKWY Chicago, IL.",41.90655441,-87.6299885
1457 N HALSTED ST,"1457 N HALSTED ST Chicago, IL.",41.90753244,-87.64811375
1140 S WABASH AVE,"1140 S WABASH AVE Chicago, IL.",41.86848646,-87.62592604
327 E RANDOLPH ST,"327 E RANDOLPH ST Chicago, IL.",41.88425185,-87.62032904
364 E RANDOLPH ST,"364 E RANDOLPH ST Chicago, IL.",41.88457458,-87.61909194
352 E RANDOLPH ST,"352 E RANDOLPH ST Chicago, IL.",41.88457344,-87.61939155
27 E ILLINOIS ST,"27 E ILLINOIS ST Chicago, IL.",41.89081285,-87.62764528
1400 N CLARK ST,"1400 N CLARK ST Chicago, IL.",41.90789121,-87.63164635
1023 W HUBBARD ST,"1023 W HUBBARD ST Chicago, IL.",41.88997585,-87.65316978
1100 N STATE ST,"1100 N STATE ST Chicago, IL.",41.90194391,-87.62842209
439 S DEARBORN ST,"439 S DEARBORN ST Chicago, IL.",41.87642601,-87.62917322
435 S DEARBORN ST,"435 S DEARBORN ST Chicago, IL.",41.87647019,-87.62917409
411 S DEARBORN ST,"411 S DEARBORN ST Chicago, IL.",41.8767363,-87.62918111
108 N DEARBORN ST,"108 N DEARBORN ST Chicago, IL.",41.88459653,-87.62953839
114 N DEARBORN ST,"114 N DEARBORN ST Chicago, IL.",41.88464206,-87.62953997
155 W KINZIE ST,"155 W KINZIE ST Chicago, IL.",41.88911872,-87.63316847
530 N STATE ST,"530 N STATE ST Chicago, IL.",41.89179446,-87.62814822
7 W KINZIE ST,"7 W KINZIE ST Chicago, IL.",41.88919265,-87.62834597
10 E ILLINOIS ST,"10 E ILLINOIS ST Chicago, IL.",41.89092744,-87.62766359
709 N WELLS ST,"709 N WELLS ST Chicago, IL.",41.89504878,-87.63408088
871 N WELLS ST,"871 N WELLS ST Chicago, IL.",41.89795858,-87.63417399
160 E GRAND AVE,"160 E GRAND AVE Chicago, IL.",41.89180556,-87.62323898
1506 N WELLS ST,"1506 N WELLS ST Chicago, IL.",41.90949973,-87.6347344
1433 N WELLS ST,"1433 N WELLS ST Chicago, IL.",41.90825982,-87.63454584
926 N WELLS ST,"926 N WELLS ST Chicago, IL.",41.8999947,-87.63440673
500 N STATE ST,"500 N STATE ST Chicago, IL.",41.89092617,-87.62811838
341 E ILLINOIS ST,"341 E ILLINOIS ST Chicago, IL.",41.89093719,-87.62059879
1 W KINZIE ST,"1 W KINZIE ST Chicago, IL.",41.88919285,-87.62809871
150 N DEARBORN ST,"150 N DEARBORN ST Chicago, IL.",41.88491476,-87.62954957
800 N WELLS ST ,"800 N WELLS ST  Chicago, IL.",41.89665024,-87.6342833
490 E GRAND AVE,"490 E GRAND AVE Chicago, IL.",41.89193117,-87.61602491
700 N WELLS ST ,"700 N WELLS ST  Chicago, IL.",41.89485144,-87.63423222
400 N DEARBORN ST,"400 N DEARBORN ST Chicago, IL.",41.88917383,-87.62966012
1208 N CLARK ST,"1208 N CLARK ST Chicago, IL.",41.90410264,-87.63152802
1328 N DEARBORN PKWY,"1328 N DEARBORN PKWY Chicago, IL.",41.9065808,-87.63014334
1330 N DEARBORN PKWY,"1330 N DEARBORN PKWY Chicago, IL.",41.90661548,-87.63014442
739 N WELLS ST,"739 N WELLS ST Chicago, IL.",41.89575837,-87.63410365
1170 N MILWAUKEE AVE,"1170 N MILWAUKEE AVE Chicago, IL.",41.90291606,-87.66591068
355 W CHICAGO AVE,"355 W CHICAGO AVE Chicago, IL.",41.89649082,-87.63754901
219 W CHICAGO AVE,"219 W CHICAGO AVE Chicago, IL.",41.89652785,-87.63493735
1207 N DEARBORN PKWY,"1207 N DEARBORN PKWY Chicago, IL.",41.9040866,-87.62991522
1414 W HUBBARD ST,"1414 W HUBBARD ST Chicago, IL.",41.89000044,-87.66304893
1450 N DEARBORN PKWY,"1450 N DEARBORN PKWY Chicago, IL.",41.90866793,-87.63020731
1366 N DEARBORN PKWY,"1366 N DEARBORN PKWY Chicago, IL.",41.90723967,-87.63016393
1217 W WASHINGTON BLVD,"1217 W WASHINGTON BLVD Chicago, IL.",41.88291328,-87.65730582
382 N CLINTON ST,"382 N CLINTON ST Chicago, IL.",41.88779554,-87.64143682
735 W HARRISON ST,"735 W HARRISON ST Chicago, IL.",41.87427985,-87.64541578
730 S JEFFERSON ST,"730 S JEFFERSON ST Chicago, IL.",41.87270841,-87.64244827
561 W CONGRESS PKWY,"561 W CONGRESS PKWY Chicago, IL.",41.87533108,-87.64016461
550 W CONGRESS PKWY,"550 W CONGRESS PKWY Chicago, IL.",41.87544632,-87.64011365
1004 N CLARK ST,"1004 N CLARK ST Chicago, IL.",41.90065856,-87.63143053
